"Course_name","Inst_Name","Alloted_
"COMPUTER SCIENCE &
BIOSCIENCES","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","17613.00","36601.00"
"COMPUTER SCIENCE &
BIOSCIENCES","SILVER OAK COLLEGE OF ENGG., & TECH.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), AHMEDABAD","GEN","GUJCET Based","Self-Finance","11438.00","32565.00"
"COMPUTER SCIENCE &
BIOSCIENCES - TFW","SILVER OAK COLLEGE OF ENGG., & TECH.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), AHMEDABAD","TFWs","GUJCET Based","Self-Finance","23456.00","23456.00"
"COMPUTER SCIENCE &
BUSINESS SYSTEMS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","GUJCET Based","Self-Finance","1621.00","1874.00"
"COMPUTER SCIENCE &
BUSINESS SYSTEMS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","GUJCET Based","Self-Finance","1042.00","1592.00"
"COMPUTER SCIENCE &
BUSINESS SYSTEMS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","1612.00","4208.00"
"COMPUTER SCIENCE &
BUSINESS SYSTEMS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","JEE Based","Self-Finance","901872.00","901872.00"
"COMPUTER SCIENCE &
BUSINESS SYSTEMS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","JEE Based","Self-Finance","900291.00","900809.00"
"COMPUTER SCIENCE &
BUSINESS SYSTEMS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","JEE Based","Self-Finance","902714.00","902714.00"
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","EWS","GUJCET Based","Self-Finance","27984.00","31356.00"
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","10560.00","26970.00"
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","SC","GUJCET Based","Self-Finance","34381.00","34381.00"
"COMPUTER SCIENCE &
DESIGN","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","EWS","GUJCET Based","Self-Finance","13010.00","15313.00"
"COMPUTER SCIENCE &
DESIGN","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","9046.00","12476.00"
"COMPUTER SCIENCE &
DESIGN","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","SEBC","GUJCET Based","Self-Finance","18350.00","28534.00"
"COMPUTER SCIENCE &
DESIGN","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","22515.00","38738.00"
"COMPUTER SCIENCE &
DESIGN","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","EWS","GUJCET Based","Self-Finance","21593.00","23162.00"
"COMPUTER SCIENCE &
DESIGN","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","GEN","GUJCET Based","Self-Finance","9139.00","14154.00"
"COMPUTER SCIENCE &
DESIGN","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","SC","GUJCET Based","Self-Finance","26602.00","37910.00"
"COMPUTER SCIENCE &
DESIGN","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","SEBC","GUJCET Based","Self-Finance","32984.00","37478.00"
"COMPUTER SCIENCE &
DESIGN - TFW","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","TFWs","GUJCET Based","Self-Finance","7625.00","7625.00"
"COMPUTER SCIENCE &
DESIGN - TFW","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","TFWs","GUJCET Based","Self-Finance","7969.00","8712.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER SCIENCE &
ENGINEERING","ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD","GEN","GUJCET Based","Self-Finance","9917.00","31017.00"
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","ESM","GUJCET Based","Self-Finance","20879.00","20879.00"
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","5047.00","6856.00"
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","2981.00","4798.00"
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","SC","GUJCET Based","Self-Finance","8749.00","8749.00"
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","7051.00","18144.00"
"COMPUTER SCIENCE &
ENGINEERING","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI","GEN","GUJCET Based","Self-Finance","16109.00","50559.00"
"COMPUTER SCIENCE &
ENGINEERING","B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY ,
RAJKOT","GEN","GUJCET Based","Self-Finance","29068.00","29068.00"
"COMPUTER SCIENCE &
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","EWS","GUJCET Based","Self-Finance","2477.00","2770.00"
"COMPUTER SCIENCE &
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","GEN","GUJCET Based","Self-Finance","878.00","2438.00"
"COMPUTER SCIENCE &
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","SEBC","GUJCET Based","Self-Finance","3612.00","4814.00"
"COMPUTER SCIENCE &
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","EWS","GUJCET Based","Self-Finance","4893.00","5845.00"
"COMPUTER SCIENCE &
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","GEN","GUJCET Based","Self-Finance","2708.00","4880.00"
"COMPUTER SCIENCE &
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","SEBC","GUJCET Based","Self-Finance","7052.00","10491.00"
"COMPUTER SCIENCE &
ENGINEERING","DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-
MORBI HIGHWAY, HADALA","EWS","GUJCET Based","Self-Finance","9047.00","9542.00"
"COMPUTER SCIENCE &
ENGINEERING","DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-
MORBI HIGHWAY, HADALA","GEN","GUJCET Based","Self-Finance","3764.00","8762.00"
"COMPUTER SCIENCE &
ENGINEERING","DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-
MORBI HIGHWAY, HADALA","SEBC","GUJCET Based","Self-Finance","9390.00","17437.00"
"COMPUTER SCIENCE &
ENGINEERING","DR. SUBHASH UNIVERSITY, SCHOOL OF
ENGINEERING & TECHNOLOGY, JUNAGADH","GEN","GUJCET Based","Self-Finance","33385.00","33385.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF ENGINEERING & TECHNOLOGY- GLS
UNIVERSITY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","34852.00","38131.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF ENGINEERING & TECHNOLOGY- GLS
UNIVERSITY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","7731.00","27335.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF ENGINEERING & TECHNOLOGY- GLS
UNIVERSITY, AHMEDABAD","SC","GUJCET Based","Self-Finance","29980.00","29980.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF ENGINEERING & TECHNOLOGY- GLS
UNIVERSITY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","50337.00","50337.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF ENGINEERING & TECHNOLOGY-
SIGMA UNIVERSITY, BAKROL, VADODARA","GEN","GUJCET Based","Self-Finance","8954.00","30536.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","EWS","GUJCET Based","Self-Finance","2346.00","3037.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","GEN","GUJCET Based","Self-Finance","1525.00","2061.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","SC","GUJCET Based","Self-Finance","6526.00","6526.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","SEBC","GUJCET Based","Self-Finance","2805.00","4267.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","EWS","GUJCET Based","Govt / GIA","1327.00","1737.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","555.00","973.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SC","GUJCET Based","Govt / GIA","6333.00","6333.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","GUJCET Based","Govt / GIA","1170.00","1511.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","EWS","JEE Based","Govt / GIA","900767.00","900767.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","JEE Based","Govt / GIA","900182.00","900182.00"
"COMPUTER SCIENCE &
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","JEE Based","Govt / GIA","901143.00","901143.00"
"COMPUTER SCIENCE &
ENGINEERING","GANDHINAGAR INSTITUTE OF TECHNOLOGY,
MOTI BHOYAN, KALOL, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","17141.00","39506.00"
"COMPUTER SCIENCE &
ENGINEERING","GANPAT UNIVERSITY, INSTITUTE OF COMPUTER
TECH., KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","6745.00","37489.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","EWS","GUJCET Based","Govt / GIA","14383.00","18594.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","GUJCET Based","Govt / GIA","8797.00","12445.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","SC","GUJCET Based","Govt / GIA","33127.00","33127.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","SEBC","GUJCET Based","Govt / GIA","12705.00","21796.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","ST","GUJCET Based","Govt / GIA","32489.00","36542.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","EWS","JEE Based","Govt / GIA","904121.00","904121.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","JEE Based","Govt / GIA","902316.00","902865.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","SEBC","JEE Based","Govt / GIA","907652.00","908578.00"
"COMPUTER SCIENCE &
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","ST","JEE Based","Govt / GIA","914788.00","914788.00"
"COMPUTER SCIENCE &
ENGINEERING","GYANMANJARI INSTITUTE OF TECHNOLOGY
BHAVNAGAR","GEN","GUJCET Based","Self-Finance","28945.00","36666.00"
"COMPUTER SCIENCE &
ENGINEERING","HJD INSTITUTE OF TECHNICAL EDUCATION AND
RESERCH, KERA","GEN","GUJCET Based","Self-Finance","20317.00","20317.00"
"COMPUTER SCIENCE &
ENGINEERING","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","6326.00","50604.00"
"COMPUTER SCIENCE &
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","363.00","391.00"
"COMPUTER SCIENCE &
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","292.00","302.00"
"COMPUTER SCIENCE &
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SC","GUJCET Based","Self-Finance","3399.00","4021.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER SCIENCE &
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","527.00","839.00"
"COMPUTER SCIENCE &
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","ST","GUJCET Based","Self-Finance","4221.00","23814.00"
"COMPUTER SCIENCE &
ENGINEERING","ITM (SLS) BARODA UNIVERSITY (FORMERLY
KNOWN AS ITM UNIVERSE), VADODARA","GEN","GUJCET Based","Self-Finance","10344.00","39808.00"
"COMPUTER SCIENCE &
ENGINEERING","JG UNIVERSITY - SCHOOL OF ENGINEERING,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","14097.00","50360.00"
"COMPUTER SCIENCE &
ENGINEERING","KRISHNA SCHOOL OF EMERGING TECHNOLOGY
& APPLIED RESEARCH (FORMERLY KNOWN AS
BABARIA INSTITUTE OF TECHNOLOGY) ,
VARNAMA, VADODARA","GEN","GUJCET Based","Self-Finance","20245.00","39481.00"
"COMPUTER SCIENCE &
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","EWS","GUJCET Based","Self-Finance","10355.00","12823.00"
"COMPUTER SCIENCE &
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","6559.00","10221.00"
"COMPUTER SCIENCE &
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","SEBC","GUJCET Based","Self-Finance","17676.00","22394.00"
"COMPUTER SCIENCE &
ENGINEERING","MARWADI EDUCATION FOUNDATION'S GROUP
OF INSTITUTIONS - FACULTY OF ENGINEERING &
TECHNOLOGY, RAJKOT","GEN","GUJCET Based","Self-Finance","9870.00","50506.00"
"COMPUTER SCIENCE &
ENGINEERING","NEW L. J. INSTITUTE OF ENGINEERING AND
TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","12471.00","16338.00"
"COMPUTER SCIENCE &
ENGINEERING","NEW L. J. INSTITUTE OF ENGINEERING AND
TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","8084.00","12416.00"
"COMPUTER SCIENCE &
ENGINEERING","NEW L. J. INSTITUTE OF ENGINEERING AND
TECHNOLOGY, AHMEDABAD","SC","GUJCET Based","Self-Finance","23135.00","27030.00"
"COMPUTER SCIENCE &
ENGINEERING","NEW L. J. INSTITUTE OF ENGINEERING AND
TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","22233.00","26896.00"
"COMPUTER SCIENCE &
ENGINEERING","NOBLE ENGINEERING COLLEGE, JUNAGADH","GEN","GUJCET Based","Self-Finance","17896.00","40040.00"
"COMPUTER SCIENCE &
ENGINEERING","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","EWS","GUJCET Based","Self-Finance","18671.00","18798.00"
"COMPUTER SCIENCE &
ENGINEERING","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","GEN","GUJCET Based","Self-Finance","2939.00","15627.00"
"COMPUTER SCIENCE &
ENGINEERING","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","SEBC","GUJCET Based","Self-Finance","31674.00","37346.00"
"COMPUTER SCIENCE &
ENGINEERING","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","12329.00","50317.00"
"COMPUTER SCIENCE &
ENGINEERING","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","22048.00","39165.00"
"COMPUTER SCIENCE &
ENGINEERING","R.N.G. PATEL INSTITUTE OF TECHNOLOGY-
RNGPIT (FETR), BARDOLI","EWS","GUJCET Based","Self-Finance","29023.00","33353.00"
"COMPUTER SCIENCE &
ENGINEERING","R.N.G. PATEL INSTITUTE OF TECHNOLOGY-
RNGPIT (FETR), BARDOLI","GEN","GUJCET Based","Self-Finance","7662.00","17770.00"
"COMPUTER SCIENCE &
ENGINEERING","R.N.G. PATEL INSTITUTE OF TECHNOLOGY-
RNGPIT (FETR), BARDOLI","SEBC","GUJCET Based","Self-Finance","25370.00","29161.00"
"COMPUTER SCIENCE &
ENGINEERING","RAI SCHOOL OF ENGINEERING, DHOLKA,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","2121.00","17743.00"
"COMPUTER SCIENCE &
ENGINEERING","SAL ENGINEERING &TECHNICAL INSTITUTE,
SOLA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","11879.00","50546.00"
"COMPUTER SCIENCE &
ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","EWS","GUJCET Based","Self-Finance","25420.00","32386.00"
"COMPUTER SCIENCE &
ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","13585.00","17036.00"
"COMPUTER SCIENCE &
ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","SEBC","GUJCET Based","Self-Finance","20740.00","27542.00"
"COMPUTER SCIENCE &
ENGINEERING","SARDAR PATEL COLLEGE OF ENGINEERING,
BAKROL ANAND","GEN","GUJCET Based","Self-Finance","17784.00","50504.00"
"COMPUTER SCIENCE &
ENGINEERING","SARDAR VALLABHBHAI GLOBAL University - UCP
Institute of Technology, Ahmedabad","GEN","GUJCET Based","Self-Finance","10282.00","50557.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF ENGINEERING AND TECHNOLOGY,
NAVRACHANA UNIVERSITY, VADODARA","EWS","GUJCET Based","Self-Finance","21675.00","29287.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF ENGINEERING AND TECHNOLOGY,
NAVRACHANA UNIVERSITY, VADODARA","GEN","GUJCET Based","Self-Finance","15516.00","19362.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF ENGINEERING AND TECHNOLOGY,
NAVRACHANA UNIVERSITY, VADODARA","SEBC","GUJCET Based","Self-Finance","28312.00","28312.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY,
VADODARA","ESM","GUJCET Based","Self-Finance","21987.00","21987.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY,
VADODARA","EWS","GUJCET Based","Self-Finance","23977.00","34293.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY,
VADODARA","GEN","GUJCET Based","Self-Finance","11349.00","19431.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY,
VADODARA","SC","GUJCET Based","Self-Finance","27256.00","27256.00"
"COMPUTER SCIENCE &
ENGINEERING","SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY,
VADODARA","SEBC","GUJCET Based","Self-Finance","20116.00","38115.00"
"COMPUTER SCIENCE &
ENGINEERING","SHREE SWAMINARAYAN INSTITUTE OF
TECHNOLOGY, BHAT, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","20683.00","35345.00"
"COMPUTER SCIENCE &
ENGINEERING","SHREE SWAMINARAYAN INSTITUTE OF
TECHNOLOGY, BHAT, GANDHINAGAR","SC","GUJCET Based","Self-Finance","39022.00","39022.00"
"COMPUTER SCIENCE &
ENGINEERING","SHREE SWAMINARAYAN INSTITUTE OF
TECHNOLOGY, BHAT, GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","50487.00","50487.00"
"COMPUTER SCIENCE &
ENGINEERING","SHRI LABHUBHAI TRIVEDI INSTITUTE OF
ENGINEERING AND TECHNOLOGY, RAJKOT","GEN","GUJCET Based","Self-Finance","24182.00","24182.00"
"COMPUTER SCIENCE &
ENGINEERING","SHRI SADVIDHYA MANDAL INSTITUTE OF TECH.,
BHARUCH","EWS","GUJCET Based","Self-Finance","34424.00","34424.00"
"COMPUTER SCIENCE &
ENGINEERING","SHRI SADVIDHYA MANDAL INSTITUTE OF TECH.,
BHARUCH","GEN","GUJCET Based","Self-Finance","17709.00","30520.00"
"COMPUTER SCIENCE &
ENGINEERING","SHRI SITARAM N PATEL INST. OF TECH. & RES.
(SNPIT), BARDOLI, UMRAKH (VIDHYABHARTI
TRUST)","EWS","GUJCET Based","Self-Finance","35436.00","35436.00"
"COMPUTER SCIENCE &
ENGINEERING","SHRI SITARAM N PATEL INST. OF TECH. & RES.
(SNPIT), BARDOLI, UMRAKH (VIDHYABHARTI
TRUST)","GEN","GUJCET Based","Self-Finance","19567.00","30509.00"
"COMPUTER SCIENCE &
ENGINEERING","SHRI SITARAM N PATEL INST. OF TECH. & RES.
(SNPIT), BARDOLI, UMRAKH (VIDHYABHARTI
TRUST)","SEBC","GUJCET Based","Self-Finance","35968.00","35968.00"
"COMPUTER SCIENCE &
ENGINEERING","SILVER OAK COLLEGE OF ENGG., & TECH.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), AHMEDABAD","GEN","GUJCET Based","Self-Finance","17267.00","38129.00"
"COMPUTER SCIENCE &
ENGINEERING","UNITEDWORLD INSTITUTE OF TECHNOLOGY,
UVARSAD, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","12131.00","50373.00"
"COMPUTER SCIENCE &
ENGINEERING","VIDUSH SOMANY INSTITUTE OF TECH. & RES.,
KADI","GEN","GUJCET Based","Self-Finance","24291.00","35609.00"
"COMPUTER SCIENCE &
ENGINEERING - M.TECH
INTEGRATED","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI","GEN","GUJCET Based","Self-Finance","50385.00","50385.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY
(WITHIN LIMITS OF AHMEDABAD MUNICIPAL
CORPORATION) AHMEDABAD","TFWs","GUJCET Based","Self-Finance","11627.00","18374.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - DEVANG PATEL
INSTITUTE OF ADVANCE TECHNOLOGY AND
RESEARCH (DEPSTAR), CHANGA","TFWs","GUJCET Based","Self-Finance","1827.00","1827.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU) (SFI), VADODARA","TFWs","GUJCET Based","Self-Finance","1147.00","1147.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","TFWs","GUJCET Based","Govt / GIA","486.00","550.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","GANDHINAGAR INSTITUTE OF TECHNOLOGY,
MOTI BHOYAN, KALOL, GANDHINAGAR","TFWs","GUJCET Based","Self-Finance","2355.00","7990.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, PATAN","TFWs","GUJCET Based","Govt / GIA","5038.00","5038.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","TFWs","GUJCET Based","Self-Finance","7511.00","9842.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","TFWs","GUJCET Based","Self-Finance","3642.00","3642.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","LAXMI INSTITUTE OF TECHNOLOGY, SARIGAM,
VALSAD","TFWs","GUJCET Based","Self-Finance","17902.00","17902.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","NEW L. J. INSTITUTE OF ENGINEERING AND
TECHNOLOGY, AHMEDABAD","TFWs","GUJCET Based","Self-Finance","4411.00","4411.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","TFWs","GUJCET Based","Self-Finance","3507.00","11491.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","TFWs","GUJCET Based","Self-Finance","3230.00","22773.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","R.N.G. PATEL INSTITUTE OF TECHNOLOGY-
RNGPIT (FETR), BARDOLI","TFWs","GUJCET Based","Self-Finance","8364.00","8364.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","SAL ENGINEERING &TECHNICAL INSTITUTE,
SOLA, AHMEDABAD","TFWs","GUJCET Based","Self-Finance","10829.00","10829.00"
"COMPUTER SCIENCE &
ENGINEERING - TFWS","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","TFWs","GUJCET Based","Self-Finance","11158.00","11158.00"
